imb,reconstructed_imb,reconstructed_error
0.4988284238714613,0.49866888,2.5454479678804903e-08
0.4981111323641928,0.4982657,2.3895313107356867e-08
0.4967960979342004,0.49749374,4.867098886910899e-07
0.4949550497322111,0.49642298,2.1548082775308016e-06
0.4986849655700076,0.49857584,1.1909171368466516e-08
0.4974177505738332,0.49784485,1.824096971533089e-07
0.499952180566182,0.49933106,3.857943954152685e-07
0.4992827084927314,0.4989255,1.2759285737720885e-07
0.4983024100994644,0.4983692,4.459170020588566e-09
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4987566947207345,0.49862584,1.712172347057091e-08
0.4984458684009181,0.49845472,7.834694485514225e-11
0.4979198546289212,0.49816155,5.8418748666814665e-08
0.4983980489671002,0.49842367,6.562201782546085e-10
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4987088752869166,0.49860877,1.0021471637220852e-08
0.4983502295332823,0.49839026,1.602226795744802e-09
0.4986132364192808,0.49854204,5.0688466094004516e-09
0.4977285768936496,0.49803802,9.575733230466473e-08
0.498995791889824,0.4987709,5.05796815283907e-08
0.4982785003825554,0.49836138,6.868850005945421e-09
0.4985893267023718,0.4985273,3.848746384037233e-09
0.4981828615149196,0.4982883,1.111803618734552e-08
0.4980633129303748,0.49822593,2.6443450414897065e-08
0.4983741392501912,0.4983982,5.79621439363368e-10
0.4985893267023718,0.4985273,3.848746384037233e-09
0.4976329380260137,0.49798647,1.2498181098543937e-07
0.4985654169854628,0.49851942,2.1156652881252877e-09
0.4986371461361897,0.4985653,5.163821982183717e-09
0.4983741392501912,0.4983982,5.79621439363368e-10
0.4979198546289212,0.49816155,5.8418748666814665e-08
0.4984219586840092,0.49843213,1.0344796955885692e-10
0.4972264728385616,0.4977476,2.7157360029209224e-07
0.4983980489671002,0.49842367,6.562201782546085e-10
0.4986132364192808,0.49854204,5.0688466094004516e-09
0.4972503825554705,0.49775037,2.499891392122849e-07
0.4979198546289212,0.49816155,5.8418748666814665e-08
0.4996413542463657,0.49915385,2.3765798901038585e-07
0.4981828615149196,0.4982883,1.111803618734552e-08
0.4982067712318286,0.49829665,8.077880899584345e-09
0.4983502295332823,0.49839026,1.602226795744802e-09
0.498493687834736,0.49847972,1.9499062545375487e-10
0.4987088752869166,0.49860877,1.0021471637220852e-08
0.4981350420811017,0.49827418,1.935861271391565e-08
0.497967674062739,0.49817562,4.324194232210827e-08
0.4982545906656465,0.49835852,1.0800866965815468e-08
0.4983502295332823,0.49839026,1.602226795744802e-09
0.4991392501912777,0.49883246,9.411763331425805e-08
0.4984219586840092,0.49843213,1.0344796955885692e-10
0.49748947972456,0.49789366,1.6336271407955265e-07
0.4983502295332823,0.49839026,1.602226795744802e-09
0.4963418133129303,0.4972169,7.65794428438082e-07
0.4993544376434582,0.49897364,1.4500850608646338e-07
0.4985893267023718,0.4985273,3.848746384037233e-09
0.4983980489671002,0.49842367,6.562201782546085e-10
0.4988284238714613,0.49866888,2.5454479678804903e-08
0.4979198546289212,0.49816155,5.8418748666814665e-08
0.4981350420811017,0.49827418,1.935861271391565e-08
0.4989001530221882,0.49871704,3.3530443522069844e-08
0.4987806044376434,0.49863783,2.0385896245471744e-08
0.4984458684009181,0.49845472,7.834694485514225e-11
0.4980872226472838,0.49825665,2.8706829875878613e-08
0.4977524866105585,0.4980465,8.643656404019846e-08
0.4981350420811017,0.49827418,1.935861271391565e-08
0.4971069242540168,0.4976683,3.1513834801322826e-07
0.4961266258607498,0.49711013,9.672772500421129e-07
0.49703519510329,0.49763715,3.623529143033165e-07
0.4978720351951032,0.49810144,5.262796493987092e-08
0.498015493496557,0.49819434,3.1984959798247484e-08
0.5008368400918133,0.49983293,1.0078391252860096e-06
0.4950745983167559,0.49648672,1.9940973156967e-06
0.4985415072685539,0.49851313,8.05136924813623e-10
0.5003586457536342,0.4995543,6.469620070370591e-07
0.4949311400153022,0.49641445,2.200216791183151e-06
0.4957918898240244,0.49691525,1.2619403690225651e-06
0.4979437643458301,0.4981671,4.987772835346757e-08
0.4971786534047436,0.49772432,2.977569057808056e-07
0.4988523335883703,0.49870074,2.2981236606914067e-08
0.4983980489671002,0.49842367,6.562201782546085e-10
0.5012672149961744,0.50009036,1.3849861721644556e-06
0.4985415072685539,0.49851313,8.05136924813623e-10
0.4977285768936496,0.49803802,9.575733230466473e-08
0.4991392501912777,0.49883246,9.411763331425805e-08
0.4983263198163733,0.4983777,2.641010671010878e-09
0.4987088752869166,0.49860877,1.0021471637220852e-08
0.497967674062739,0.49817562,4.324194232210827e-08
0.4982306809487375,0.4983281,9.488467559759988e-09
0.4991392501912777,0.49883246,9.411763331425805e-08
0.497513389441469,0.4979225,1.673795566877942e-07
0.49748947972456,0.49789366,1.6336271407955265e-07
0.498493687834736,0.49847972,1.9499062545375487e-10
0.4984458684009181,0.49845472,7.834694485514225e-11
0.4981589517980107,0.49827978,1.4599490513922889e-08
0.4981350420811017,0.49827418,1.935861271391565e-08
0.4987327850038255,0.498623,1.2049783842704034e-08
0.4984219586840092,0.49843213,1.0344796955885692e-10
0.4973460214231063,0.4978257,2.301030165204017e-07
0.498493687834736,0.49847972,1.9499062545375487e-10
0.4989479724560061,0.49872938,4.7783542754162686e-08
0.4982306809487375,0.4983281,9.488467559759988e-09
0.4983741392501912,0.4983982,5.79621439363368e-10
0.4980872226472838,0.49825665,2.8706829875878613e-08
0.4971308339709258,0.49769044,3.1315803954041535e-07
0.4987088752869166,0.49860877,1.0021471637220852e-08
0.4972742922723794,0.49775764,2.3362837176073445e-07
0.4980633129303748,0.49822593,2.6443450414897065e-08
0.4972503825554705,0.49775037,2.499891392122849e-07
0.4971547436878347,0.49772167,3.214077770178833e-07
0.4967243687834736,0.49744746,5.228621942551126e-07
0.4944529456771231,0.49613506,2.8294952016748744e-06
0.4988523335883703,0.49870074,2.2981236606914067e-08
0.4982306809487375,0.4983281,9.488467559759988e-09
0.5002869166029074,0.4995328,5.687084536412869e-07
0.4990436113236419,0.49880433,5.7255156644751714e-08
0.498015493496557,0.49819434,3.1984959798247484e-08
0.4969156465187452,0.49755788,4.12461910377102e-07
0.4994500765110941,0.49902058,1.844702792431918e-07
0.4986371461361897,0.4985653,5.163821982183717e-09
0.4976568477429227,0.4979888,1.101858437165327e-07
0.4985893267023718,0.4985273,3.848746384037233e-09
0.498517597551645,0.49848196,1.2700989122000458e-09
0.498517597551645,0.49848196,1.2700989122000458e-09
0.4981111323641928,0.4982657,2.3895313107356867e-08
0.4992109793420046,0.49889997,9.672900136001081e-08
0.4983741392501912,0.4983982,5.79621439363368e-10
0.498493687834736,0.49847972,1.9499062545375487e-10
0.4986132364192808,0.49854204,5.0688466094004516e-09
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4989001530221882,0.49871704,3.3530443522069844e-08
0.4987806044376434,0.49863783,2.0385896245471744e-08
0.4985893267023718,0.4985273,3.848746384037233e-09
0.4983263198163733,0.4983777,2.641010671010878e-09
0.4983024100994644,0.4983692,4.459170020588566e-09
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4995935348125478,0.49911466,2.293187790436869e-07
0.4976090283091048,0.49797818,1.3627344849697125e-07
0.4982545906656465,0.49835852,1.0800866965815468e-08
0.4983741392501912,0.4983982,5.79621439363368e-10
0.4988045141545524,0.49866042,2.076444789468289e-08
0.4981589517980107,0.49827978,1.4599490513922889e-08
0.498469778117827,0.49846503,2.25314685275535e-11
0.4974177505738332,0.49784485,1.824096971533089e-07
0.4990436113236419,0.49880433,5.7255156644751714e-08
0.4985654169854628,0.49851942,2.1156652881252877e-09
0.4983024100994644,0.4983692,4.459170020588566e-09
0.4983980489671002,0.49842367,6.562201782546085e-10
0.4981589517980107,0.49827978,1.4599490513922889e-08
0.4982306809487375,0.4983281,9.488467559759988e-09
0.497465570007651,0.49787888,1.7082457833401918e-07
0.4987088752869166,0.49860877,1.0021471637220852e-08
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4984458684009181,0.49845472,7.834694485514225e-11
0.5006694720734506,0.49974075,8.625254372439524e-07
0.4975851185921958,0.49794048,1.2628223411349653e-07
0.497465570007651,0.49787888,1.7082457833401918e-07
0.4980633129303748,0.49822593,2.6443450414897065e-08
0.4983980489671002,0.49842367,6.562201782546085e-10
0.4987088752869166,0.49860877,1.0021471637220852e-08
0.498517597551645,0.49848196,1.2700989122000458e-09
0.4983263198163733,0.4983777,2.641010671010878e-09
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4986132364192808,0.49854204,5.0688466094004516e-09
0.4987566947207345,0.49862584,1.712172347057091e-08
0.4990675210405508,0.49881276,6.490069978899119e-08
0.4982306809487375,0.4983281,9.488467559759988e-09
0.4967721882172914,0.49749115,5.169076187128744e-07
0.4985893267023718,0.4985273,3.848746384037233e-09
0.4988523335883703,0.49870074,2.2981236606914067e-08
0.4976329380260137,0.49798647,1.2498181098543937e-07
0.4984458684009181,0.49845472,7.834694485514225e-11
0.4972982019892884,0.4977832,2.3523650875197377e-07
0.4995696250956388,0.4991004,2.2018429992495665e-07
0.497011285386381,0.49762866,3.811501910582996e-07
0.4982785003825554,0.49836138,6.868850005945421e-09
0.4986371461361897,0.4985653,5.163821982183717e-09
0.4976807574598316,0.4979971,1.0007584311424429e-07
0.496509181331293,0.497319,6.558271378080589e-07
0.4952419663351186,0.4965889,1.8141920021768748e-06
0.4956484315225707,0.49684644,1.4352182122754562e-06
0.497967674062739,0.49817562,4.324194232210827e-08
0.4981350420811017,0.49827418,1.935861271391565e-08
0.4991870696250956,0.49889725,8.399282585590726e-08
0.4974416602907421,0.49785337,1.6950366664527786e-07
0.4981111323641928,0.4982657,2.3895313107356867e-08
0.4973699311400152,0.49783474,2.160491999308383e-07
0.4981111323641928,0.4982657,2.3895313107356867e-08
0.497011285386381,0.49762866,3.811501910582996e-07
0.4989001530221882,0.49871704,3.3530443522069844e-08
0.4988523335883703,0.49870074,2.2981236606914067e-08
0.4984458684009181,0.49845472,7.834694485514225e-11
0.4977524866105585,0.4980465,8.643656404019846e-08
0.4995696250956388,0.4991004,2.2018429992495665e-07
0.4983980489671002,0.49842367,6.562201782546085e-10
0.4980633129303748,0.49822593,2.6443450414897065e-08
0.4978003060443764,0.49808168,7.917361724843794e-08
0.4985415072685539,0.49851313,8.05136924813623e-10
0.4978003060443764,0.49808168,7.917361724843794e-08
0.4976090283091048,0.49797818,1.3627344849697125e-07
0.4957440703902065,0.49687573,1.280660572775951e-06
0.4983980489671002,0.49842367,6.562201782546085e-10
0.4921337031369548,0.49480608,7.141603745379598e-06
0.4983980489671002,0.49842367,6.562201782546085e-10
0.4975612088752869,0.4979384,1.422690305751254e-07
0.4981828615149196,0.4982883,1.111803618734552e-08
0.4991153404743687,0.49882972,8.15776818469743e-08
0.4972025631216526,0.49773285,2.812019769043556e-07
0.4973460214231063,0.4978257,2.301030165204017e-07
0.4981111323641928,0.4982657,2.3895313107356867e-08
0.4981350420811017,0.49827418,1.935861271391565e-08
0.4977763963274674,0.49807388,8.849409850351566e-08
0.499473986228003,0.4990582,1.7288899143492754e-07
0.4964135424636572,0.49728683,7.62624784826518e-07
0.4995457153787299,0.49909195,2.0590026080348254e-07
0.4968439173680183,0.4975268,4.663214123100692e-07
0.4981350420811017,0.49827418,1.935861271391565e-08
0.4982067712318286,0.49829665,8.077880899584345e-09
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4975612088752869,0.4979384,1.422690305751254e-07
0.500478194338179,0.4996371,7.074445299489226e-07
0.4986610558530986,0.4985731,7.737180920865361e-09
0.4978003060443764,0.49808168,7.917361724843794e-08
0.4977763963274674,0.49807388,8.849409850351566e-08
0.4979437643458301,0.4981671,4.987772835346757e-08
0.4982785003825554,0.49836138,6.868850005945421e-09
0.4982067712318286,0.49829665,8.077880899584345e-09
0.4979437643458301,0.4981671,4.987772835346757e-08
0.4968439173680183,0.4975268,4.663214123100692e-07
0.4986610558530986,0.4985731,7.737180920865361e-09
0.4989240627390971,0.49871975,4.174294558635412e-08
0.498493687834736,0.49847972,1.9499062545375487e-10
0.4982785003825554,0.49836138,6.868850005945421e-09
0.4976807574598316,0.4979971,1.0007584311424429e-07
0.4980872226472838,0.49825665,2.8706829875878613e-08
0.4978242157612854,0.49808446,6.772484055193962e-08
0.4986132364192808,0.49854204,5.0688466094004516e-09
0.4971547436878347,0.49772167,3.214077770178833e-07
0.4982785003825554,0.49836138,6.868850005945421e-09
0.497991583779648,0.49818462,3.726349741950426e-08
0.4981111323641928,0.4982657,2.3895313107356867e-08
0.4977763963274674,0.49807388,8.849409850351566e-08
0.4997848125478194,0.4992359,3.0130689943220705e-07
0.497465570007651,0.49787888,1.7082457833401918e-07
0.4991392501912777,0.49883246,9.411763331425805e-08
0.4978242157612854,0.49808446,6.772484055193962e-08
0.4974177505738332,0.49784485,1.824096971533089e-07
0.4977763963274674,0.49807388,8.849409850351566e-08
0.497465570007651,0.49787888,1.7082457833401918e-07
0.4985893267023718,0.4985273,3.848746384037233e-09
0.4985415072685539,0.49851313,8.05136924813623e-10
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4976807574598316,0.4979971,1.0007584311424429e-07
0.4989240627390971,0.49871975,4.174294558635412e-08
0.4978720351951032,0.49810144,5.262796493987092e-08
0.498995791889824,0.4987709,5.05796815283907e-08
0.4986849655700076,0.49857584,1.1909171368466516e-08
0.4984458684009181,0.49845472,7.834694485514225e-11
0.498995791889824,0.4987709,5.05796815283907e-08
0.498015493496557,0.49819434,3.1984959798247484e-08
0.4978720351951032,0.49810144,5.262796493987092e-08
0.498015493496557,0.49819434,3.1984959798247484e-08
0.4993783473603672,0.49899626,1.459924459102852e-07
0.4981350420811017,0.49827418,1.935861271391565e-08
0.4985893267023718,0.4985273,3.848746384037233e-09
0.4981589517980107,0.49827978,1.4599490513922889e-08
0.4982545906656465,0.49835852,1.0800866965815468e-08
0.49748947972456,0.49789366,1.6336271407955265e-07
0.4981350420811017,0.49827418,1.935861271391565e-08
0.4975372991583779,0.49792817,1.5278185187396773e-07
0.4985893267023718,0.4985273,3.848746384037233e-09
0.4995935348125478,0.49911466,2.293187790436869e-07
0.4995696250956388,0.4991004,2.2018429992495665e-07
0.4978959449120122,0.4981302,5.4876520732782657e-08
0.4982067712318286,0.49829665,8.077880899584345e-09
0.4975372991583779,0.49792817,1.5278185187396773e-07
0.4986132364192808,0.49854204,5.0688466094004516e-09
0.4973938408569242,0.49784327,2.0198253986783545e-07
0.4973221117061974,0.4978172,2.45101033106533e-07
0.4978242157612854,0.49808446,6.772484055193962e-08
0.4993783473603672,0.49899626,1.459924459102852e-07
0.4978481254781943,0.49809918,6.302740675975589e-08
0.4984219586840092,0.49843213,1.0344796955885692e-10
0.4992827084927314,0.4989255,1.2759285737720885e-07
0.4987566947207345,0.49862584,1.712172347057091e-08
0.4980872226472838,0.49825665,2.8706829875878613e-08
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4979198546289212,0.49816155,5.8418748666814665e-08
0.4983263198163733,0.4983777,2.641010671010878e-09
0.4980633129303748,0.49822593,2.6443450414897065e-08
0.499473986228003,0.4990582,1.7288899143492754e-07
0.4978242157612854,0.49808446,6.772484055193962e-08
0.4972982019892884,0.4977832,2.3523650875197377e-07
0.4988762433052792,0.4987086,2.8102344476228773e-08
0.4987327850038255,0.498623,1.2049783842704034e-08
0.4977763963274674,0.49807388,8.849409850351566e-08
0.4978003060443764,0.49808168,7.917361724843794e-08
0.4980394032134659,0.49820286,2.6718237241808912e-08
0.4984219586840092,0.49843213,1.0344796955885692e-10
0.4984458684009181,0.49845472,7.834694485514225e-11
0.4986132364192808,0.49854204,5.0688466094004516e-09
0.4978720351951032,0.49810144,5.262796493987092e-08
0.4978720351951032,0.49810144,5.262796493987092e-08
0.4995696250956388,0.4991004,2.2018429992495665e-07
0.4983024100994644,0.4983692,4.459170020588566e-09
0.4995935348125478,0.49911466,2.293187790436869e-07
0.4973221117061974,0.4978172,2.45101033106533e-07
0.4983263198163733,0.4983777,2.641010671010878e-09
0.4987327850038255,0.498623,1.2049783842704034e-08
0.498469778117827,0.49846503,2.25314685275535e-11
0.4971308339709258,0.49769044,3.1315803954041535e-07
0.4981111323641928,0.4982657,2.3895313107356867e-08
0.4970830145371078,0.49764833,3.195799249292159e-07
0.498517597551645,0.49848196,1.2700989122000458e-09
0.4983024100994644,0.4983692,4.459170020588566e-09
0.4956962509563886,0.49685636,1.3458567694091335e-06
0.4991631599081866,0.49886486,8.898322744419253e-08
0.4987327850038255,0.498623,1.2049783842704034e-08
0.4972982019892884,0.4977832,2.3523650875197377e-07
0.4977285768936496,0.49803802,9.575733230466473e-08
0.5013867635807192,0.50014293,1.5471171550032112e-06
0.4978959449120122,0.4981302,5.4876520732782657e-08
0.498469778117827,0.49846503,2.25314685275535e-11
0.499497895944912,0.4990609,1.9096631304562065e-07
0.4989479724560061,0.49872938,4.7783542754162686e-08
0.4970830145371078,0.49764833,3.195799249292159e-07
0.4969634659525631,0.49758947,3.918797603041008e-07
0.4978481254781943,0.49809918,6.302740675975589e-08
0.4987806044376434,0.49863783,2.0385896245471744e-08
0.4974416602907421,0.49785337,1.6950366664527786e-07
0.4981350420811017,0.49827418,1.935861271391565e-08
0.4993783473603672,0.49899626,1.459924459102852e-07
0.4980872226472838,0.49825665,2.8706829875878613e-08
0.4991392501912777,0.49883246,9.411763331425805e-08
0.4962700841622035,0.49719745,8.600059268778415e-07
0.4975372991583779,0.49792817,1.5278185187396773e-07
0.4983502295332823,0.49839026,1.602226795744802e-09
